Object                  Class  Epo  Mult M11    M11_s Grt     Grt_s  BV     BVs    BVd    VR     VRs    VRd    RI     RIs    RId   VJ     VJs    VJd    JH     JHs    JHd    HK     HKs    HKd      
181902-1999RD215        Detachd   2   1  7.865  0.079  7.547  0.000 ------ ------ ------ ------ ------ ------  0.498  0.058  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#
182397-2001QW297        Class-h   1   1  6.662  0.050 25.220  3.210  1.020  0.099  0.000  0.580  0.070  0.000  0.670  0.060  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
182933-2002GZ31         Detachd   1   2 ------ ------ 33.013  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
182934-2002GJ32         Class-h   2   1  5.395  0.090 15.495  6.357  1.330  0.178  0.000  0.590  0.140  0.000  0.420  0.120  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=RR 
#                        Vil+14 nodate ThermalIR tel=S hmag=6.16 0.13 emi=0.9 - diam=416 -78 +81 pV=0.035 -0.011 +0.019 freeta=2.05 -0.36 +0.38 Hmag not explicitly given in reference 
192388-1996RD29         JTrojan   1   1 ------ ------  4.691  1.684  0.741  0.055  0.000  0.421  0.042  0.000  0.388  0.062  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
192929-2000AT44         JTrojan   1   1 ------ ------ -0.624  1.876  0.707  0.053  0.000  0.354  0.045  0.000  0.318  0.068  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#
202421-2005UQ513        Class-h   2   1  3.451  0.010 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------  0.300  0.122  0.000 ------ ------ ------
#                      - RB07 FAMILY=2003EL61 SPECTRUM=Weak water ice 
#                        SNO+10 magR FAMILY=2003EL61 LIGHTCURVE==0.3 
#                        Vil+14 nodate ThermalIR tel=H hmag=3.87 0.14 emi=0.9 - diam=498 -75 +63 pV=0.202 -0.049 +0.084 fixeta=1.27 -0.35 +0.35 Fixed-adjusted eta 
208996-2003AZ84         Res-3:2  14   2  3.471  0.112  6.824  4.417  0.738  0.090  0.084  0.430  0.062  0.056  0.473  0.105  0.095  1.210  0.054  0.000  0.239  0.127  0.097  0.060  0.071  0.000
#                      - Ful+08 TAXO=BB 
#                        Mom+12 nodate ThermalIR tel=S+H hmag=3.74 0.08 emi=0.9 - diam=727 -66.5 +61.9 pV=0.107 -0.016 +0.023 freeta=1.05 -0.15 +0.19 
#                        Rab+08 BETA=0.061 0.026 
225088-Gonggong         Detachd   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - SaS+12 nodate ThermalIR tel=H hmag=1.96 0.16 emi=0.9 - diam=1280 -210 +210 pR=0.185 -0.052 +0.076 fixeta=1.2 -0.35 +0.35 
229762-2007UK126        Detachd   4   2  3.224  0.045 18.396  1.767 ------ ------ ------  0.582  0.035  0.022  0.470  0.057  0.000 ------ ------ ------  0.360  0.106  0.000 ------ ------ ------
#                      - SaS+12 nodate ThermalIR tel=H hmag=3.69 0.1 emi=0.9 - diam=599 -77 +77 pV=0.167 -0.038 +0.058 fixeta=1.2 -0.35 +0.35 
230965-2004XA192        Class-h   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+14 nodate ThermalIR tel=H hmag=4.42 0.63 emi=0.9 - diam=339 -95 +120 pV=0.26 -0.15 +0.34 freeta=0.62 -0.49 +0.79 
#
248835-2006SX368        Centaur   5   1  9.431  0.076 10.782  1.929  0.758  0.042  0.017  0.478  0.042  0.008  0.471  0.074  0.015 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Duf+14 nodate ThermalIR tel=S+H hmag=9.45 0.11 emi=0.9 - diam=76 -2 +2 pV=0.052 -0.006 +0.007 freeta=0.87 -0.06 +0.04 
250112-2002KY14         Centaur   5   1 10.162  0.066 33.671  1.505  1.060  0.020  0.000  0.709  0.024  0.012  0.650  0.050  0.000 ------ ------ ------  0.290  0.092  0.000  0.020  0.106  0.000
#                      - Duf+14 nodate ThermalIR tel=H hmag=10.37 0.07 emi=0.9 - diam=47 -4 +3 pV=0.057 -0.007 +0.011 fixeta=1.2 -0.35 +0.35 
275809-2001QY297        Class-c   8   2  5.153  0.232 23.483  6.083  0.947  0.223  0.178  0.479  0.103  0.031  0.651  0.290  0.225 ------ ------ ------  0.506  0.098  0.000 ------ ------ ------
#                      - Ful+08 TAXO=BR 
#                        Vil+14 nodate ThermalIR tel=S+H hmag=5.86 0.31 emi=0.9 - diam=229 -108 +22 pV=0.152 -0.035 +0.439 freeta=1.52 -0.92 +0.22 Hv from 
275809-2001QY297+B      Class-c   1   2 ------ ------ 26.635  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
278361-2007JJ43         Class-h   1   1  4.041  0.010 18.453  1.087  1.020  0.028  0.000  0.590  0.020  0.000  0.500  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#
281371-2008FC76         Centaur   8   1  9.256  0.057 31.628  1.608  0.987  0.031  0.012  0.685  0.036  0.019  0.652  0.060  0.018 ------ ------ ------  0.400  0.113  0.000  0.120  0.120  0.000
#                      - Duf+14 nodate ThermalIR tel=H hmag=9.44 0.1 emi=0.9 - diam=68 -7 +6 pV=0.067 -0.011 +0.017 fixeta=1.2 -0.35 +0.35 
303775-2005QU182        Scatter   4   1  3.368  0.092 22.051  5.577  0.877  0.063  0.034  0.593  0.060  0.033 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - SaS+12 nodate ThermalIR tel=H hmag=3.8 0.32 emi=0.9 - diam=416 -73 +73 pV=0.328 -0.109 +0.16 fixeta=1.2 -0.35 +0.35 
307251-2002KW14         Class-h   3   1  5.291  0.092 59.253  2.602 ------ ------ ------  0.695  0.074  0.050  1.090  0.092  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+14 nodate ThermalIR tel=S+H hmag=5.88 0.11 emi=0.9 - diam=161 -40 +35 pV=0.31 -0.094 +0.281 fixeta=1.2 -0.35 +0.35 
307261-2002MS4          Class-h   2   1  3.332  0.030  1.710  2.057  0.690  0.020  0.000  0.380  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+12 nodate ThermalIR tel=S+H hmag=4 0.6 emi=0.9 - diam=934 -47 +47 pV=0.051 -0.022 +0.036 freeta=1.06 -0.06 +0.06 
307463-2002VU130        Res-3:2   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Mom+12 nodate ThermalIR tel=H hmag=5.47 0.83 emi=0.9 - diam=252.9 -31.3 +33.6 pV=0.179 -0.103 +0.202 fixeta=1.2 -0.35 +0.35 
#
307616-2003QW90         Res-3:2   2   1 ------ ------ 15.349  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------  1.930  0.162  0.000 ------ ------ ------ ------ ------ ------
307982-2004PG115        Detachd   6   1  4.826  0.105 26.631  3.439  0.966  0.072  0.016  0.664  0.067  0.028  0.633  0.127  0.003 ------ ------ ------ ------ ------ ------ ------ ------ ------
308933-2006SQ372        Scatter   2   1  7.714  0.047 24.677  1.702  1.030  0.042  0.000  0.590  0.030  0.000  0.650  0.040  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
309139-2006XQ51         Centaur   2   1 10.190  0.040  4.336  2.909  0.740  0.030  0.000  0.410  0.030  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=9.8 0.3 diam=39.1 -15.7 +15.7 pV=0.139 -0.058 +0.058 fixeta=0.8 -0.456 +0.456 
309239-2007RW10         Scatter   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - dlF12 a temporary quasi-satellite of Neptune 
#                        SaS+12 nodate ThermalIR tel=H hmag=6.39 0.61 emi=0.9 - diam=247 -30 +30 pR=0.083 -0.039 +0.068 fixeta=1.2 -0.35 +0.35 
#
309737-2008SJ236        Centaur   5   1 12.180  0.206 20.012  1.654  1.010  0.020  0.000  0.588  0.027  0.011  0.500  0.050  0.000 ------ ------ ------  0.410  0.130  0.000 -0.230  0.163  0.000
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=12.2 0.3 diam=17.7 -1.5 +1.5 pV=0.074 -0.021 +0.021 freeta=0.800 -0.110 +0.110 
309741-2008UZ6          Centaur   1   1 10.745  0.040 21.706  2.909  0.920  0.040  0.000  0.590  0.030  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
310071-2010KR59         Centaur   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=7.7 0.3 diam=110.06 -30.82 +30.82 pV=0.121 -0.037 +0.037 fixeta=0.8 -0.324 +0.324 
315898-2008QD4          Centaur   1   1 11.527  0.030  8.875  2.057  0.740  0.020  0.000  0.460  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
316431-2010TH167        JTrojan   2   1 13.302  0.030  8.875  2.057  0.720  0.020  0.000  0.460  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=9.2 0.3 diam=69.9 -24.2 +24.2 pV=0.078 -0.033 +0.033 fixeta=0.8 -0.363 +0.363 
#
328884-2010LJ109        Centaur   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=10.1 0.3 diam=44.2 -3.8 +3.8 pV=0.083 -0.021 +0.021 freeta=0.748 -0.103 +0.103 
330759-2008SO218        Centaur   1   1 ------ ------ 16.406  1.422  0.890  0.030  0.000  0.550  0.020  0.000  0.500  0.040  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=12.8 0.3 diam=11.8 -0.4 +0.4 pV=0.097 -0.017 +0.017 freeta=0.823 -0.046 +0.046 
332685-2009HH36         Centaur   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=10.6 0.3 diam=33.0 -2.8 +2.8 pV=0.078 -0.018 +0.018 freeta=0.739 -0.095 +0.095 
336756-2010NV1          Scatter   3   1 10.652  0.030 10.202  1.351  0.765  0.039  0.025  0.512  0.029  0.015  0.390  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=10.5 0.3 diam=44.2 -8.0 +8.0 pV=0.057 -0.030 +0.030 freeta=0.661 -0.168 +0.168 
341275-2007RG283        Centaur   1   1  8.515  0.040  9.809  2.909  0.790  0.030  0.000  0.470  0.030  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#
341520-Mors-Somn        Res-3:2   4   2 ------ ------ 34.660  0.677  1.290  0.014  0.000  0.740  0.010  0.000  0.630  0.010  0.000 ------ ------ ------ -0.160  0.130  0.000 ------ ------ ------
341520-Mors-Somn+A      Res-3:2   1   2 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
341520-Mors-Somn+B      Res-3:2   1   2 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
342842-2008YB3          Centaur   4   1  9.720  0.018 10.664  0.681  0.774  0.025  0.018  0.472  0.022  0.015  0.490  0.010  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=9.5 0.3 diam=67.1 -1.0 +1.0 pV=0.062 -0.012 +0.012 freeta=0.839 -0.012 +0.012 
#                        She10 Retrograde orbit 
346889-Rhiphonos        Centaur   2   1 11.984  0.030 17.592  2.057  0.820  0.020  0.000  0.550  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#
349933-2009YF7          Centaur   1   1 11.021  0.030  8.875  2.057  0.720  0.020  0.000  0.460  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
382004-2010RM64         Centaur   2   1 11.145  0.030 17.594  2.057  1.000  0.020  0.000  0.550  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=11.0 0.3 diam=21.0 -2.0 +2.0 pV=0.159 -0.048 +0.048 freeta=0.85 -0.144 
385185-1993RO           Res-3:2   2   1  8.620  0.134 24.485  4.231  0.850  0.070  0.000  0.590  0.137  0.109  0.480  0.113  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=IR 
385191-1997RT5          Class-h   4   1  6.957  0.378 15.015  4.506  1.075  0.121  0.000  0.474  0.107  0.000  0.539  0.091  0.000 ------ ------ ------  0.380  0.231  0.000 ------ ------ ------
385194-1998KG62         Class-c   5   1  6.369  0.283 24.857  3.762  1.039  0.105  0.057  0.609  0.095  0.046  0.610  0.078  0.025 ------ ------ ------  0.410  0.231  0.000 ------ ------ ------
#                      - Ful+08 TAXO=RR-IR 
#
385199-1999OE4          Class-c   4   1  6.833  0.178 13.985  7.765  1.103  0.236  0.190  0.567  0.159  0.078  0.414  0.180  0.115 ------ ------ ------  0.360  0.216  0.000 ------ ------ ------
#                      - Ful+08 TAXO=RR 
385437-2003GH55         Class-c   4   1  5.902  0.098 41.437  4.050  1.120  0.050  0.000  0.665  0.075  0.028  0.859  0.158  0.070 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+14 nodate ThermalIR tel=H hmag=6.43 0.12 emi=0.9 - diam=178 -56 +21 pV=0.15 -0.031 +0.182 fixeta=1.2 -0.35 +0.35 
385446-Manwe            Reson.    1   2 ------ ------ 27.864  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - MPC08 Resonant 4:7 
385446-Manwe+B          Reson.    1   2 ------ ------ 30.391  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
385571-Otrera           Scatter   1   1 ------ ------  6.838  2.156  0.740  0.050  0.000  0.420  0.040  0.000  0.460  0.050  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#
385607-2005EO297        Reson.    1   1  7.217  0.030 13.673  2.955  0.840  0.071  0.000  0.480  0.050  0.000  0.570  0.080  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - MPC08 Resonant 1:3 
#                        S10 rotational lightcurve 
#                        She10 Object showed large light variations indicating possible rotational lc (
385695-2005TO74         Scatter   1   1 ------ ------  9.717  2.620  0.850  0.060  0.000  0.490  0.050  0.000  0.420  0.060  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
413666-2005VJ119        Scatter   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=10.6 0.3 diam=28.5 -6.9 +6.9 pV=0.126 -0.060 +0.060 fixeta=0.8 -0.3 +0.3 
416400-2003UZ117        Class-h   7   1  4.959  0.031 -0.271  1.694  0.663  0.032  0.019  0.354  0.030  0.010  0.335  0.041  0.014 ------ ------ ------ -0.220  0.192  0.000 ------ ------ ------
#                      - RB07 FAMILY=2003EL61 SPECTRUM=Strong water ice? 
418993-2009MS9          Scatter   1   1 ------ ------ 14.606  3.793  0.840  0.040  0.000  0.520  0.040  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#
427507-2002DH5          Centaur   1   1 10.165  0.061  4.151  2.833  0.663  0.072  0.000  0.391  0.069  0.000  0.416  0.081  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=BR 
444030-2004NT33         Class-h   4   1  4.479  0.090  4.182  2.576  0.641  0.065  0.005  0.403  0.052  0.007  0.403  0.093  0.030 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+14 nodate ThermalIR tel=H hmag=4.74 0.11 emi=0.9 - diam=423 -80 +87 pV=0.125 -0.039 +0.069 freeta=0.69 -0.32 +0.46 
445473-2010VZ98         Detachd   1   1  4.643  0.030 30.400  2.057  1.100  0.040  0.000  0.670  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
447178-2005RO43         Centaur   2   1  6.955  0.040  9.809  2.909  0.770  0.030  0.000  0.470  0.030  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Duf+14 nodate ThermalIR tel=S+H hmag=7.34 0.51 emi=0.9 - diam=194 -10 +10 pV=0.056 -0.021 +0.036 freeta=1.12 -0.08 +0.05 
449097-2012UT68         Centaur   1   1  9.398  0.030 29.278  2.057  1.020  0.020  0.000  0.660  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#
455171-1999OM4          Class-c   1   1  7.506  0.100 18.976  3.909  1.137  0.135  0.000  0.602  0.104  0.000  0.499  0.088  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=RR 
455502-2003UZ413        Res-3:2   8   1  4.031  0.052  5.341  2.010 ------ ------ ------  0.430  0.035  0.008  0.387  0.068  0.015 ------ ------ ------  0.370  0.103  0.000  0.150  0.127  0.000
459865-2013XZ8          Centaur   1   1  9.734  0.030  7.950  2.057  0.720  0.020  0.000  0.450  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
459971-2014ON6          Centaur   1   1 12.125  0.030 20.664  2.057  0.970  0.020  0.000  0.580  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
463368-2012VU85         Centaur   1   1  8.300  0.050 25.973  3.793  1.070  0.060  0.000  0.630  0.040  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#
463663-2014HY123        Centaur   1   1 ------ ------ 11.701  2.057  0.670  0.050  0.000  0.490  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
469306-1999CD158        Reson.    5   1  4.821  0.099 16.860  2.607  0.864  0.056  0.005  0.520  0.053  0.029  0.575  0.064  0.022  1.862  0.076  0.000  0.423  0.135  0.016  0.048  0.116  0.065
#                      - Ful+08 TAXO=BR 
#                        MPC08 Resonant 4:7 
#                        RB07 FAMILY=2003EL61 IR colors inconsistent with family 
#                        SNO+10 magR FAMILY=2003EL61 LIGHTCURVE==0.6 
469333-2000PE30         Detachd   7   1  5.798  0.081  2.353  3.158  0.752  0.069  0.029  0.373  0.077  0.054  0.410  0.049  0.035  1.646  0.080  0.000  0.452  0.114  0.013  0.260  0.072  0.000
#                      - Ful+08 TAXO=BB 
469362-2001KB77         Res-3:2   7   1  7.352  0.069 11.442  3.220  0.890  0.010  0.000  0.457  0.084  0.023  0.548  0.089  0.003 ------ ------ ------ ------ ------ ------ ------ ------ ------
469372-2001QF298        Res-3:2  12   1  5.117  0.093  2.419  2.652  0.695  0.067  0.028  0.388  0.058  0.022  0.360  0.085  0.018  1.126  0.124  0.000  0.317  0.172  0.129  0.165  0.113  0.040
#                      - Ful+08 TAXO=BB 
#                        Mom+12 nodate ThermalIR tel=H hmag=5.43 0.07 emi=0.9 - diam=408.2 -44.9 +40.2 pV=0.071 -0.014 +0.02 fixeta=1.2 -0.35 +0.35 
#
469438-2002GV31         Class-c   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+12 nodate ThermalIR tel=H hmag=6.1 0.6 emi=0.9 - diam=180 -180 0 pV=0.19 -0 999 fixedeta=1.20+-0.35 Non detection 
469505-2003FE128        Class-h   4   1  6.254  0.144 31.639  3.887 ------ ------ ------  0.698  0.088  0.021  0.597  0.138  0.020 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - MPC08 Resonant 1:2 
469514-2003QA91         Class-c   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+14 nodate ThermalIR tel=S+H hmag=5.76 0.63 emi=0.9 - diam=260 -36 +30 pV=0.13 -0.075 +0.119 freeta=0.83 -0.15 +0.1 
469615-2004PT107        Class-h   2   1  5.848  0.010 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------  0.540  0.228  0.000 ------ ------ ------
#                      - RB07 FAMILY=2003EL61 
#                        SNO+10 magR FAMILY=2003EL61 LIGHTCURVE==0.05 
#                        Vil+14 nodate ThermalIR tel=H hmag=6.33 0.11 emi=0.9 - diam=400 -51 +45 pV=0.0325 -0.0066 +0.0111 fixeta=1.53 -0.35 +0.35 Fixed-adjusted eta 
469705-2005EF298        Class-c   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+12 nodate ThermalIR tel=H hmag=6.4 0.5 emi=0.9 - diam=174 -32 +27 pV=0.16 -0.07 +0.13 fixeta=1.2 -0.35 +0.35 
#
469750-2005PU21         Scatter   1   1  6.094  0.020 30.943  1.087  1.140  0.028  0.000  0.650  0.020  0.000  0.680  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
469987-2006HJ123        Res-3:2   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Mom+12 nodate ThermalIR tel=H hmag=5.32 0.66 emi=0.9 - diam=216.4 -34.2 +29.7 pV=0.281 -0.152 +0.259 fixeta=1.2 -0.35 +0.35 
470309-2007JK43         Scatter   1   1  7.023  0.020 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
470316-2007OC10         Detachd   4   1  5.029  0.110 14.824  2.766  0.876  0.080  0.012  0.553  0.071  0.009  0.471  0.105  0.015 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - SaS+12 nodate ThermalIR tel=H hmag=5.43 0.1 emi=0.9 - diam=309 -37 +37 pV=0.127 -0.028 +0.04 fixeta=1.2 -0.35 +0.35 
470599-2008OG19         Detachd   1   1  4.611  0.010 18.921  0.677  0.940  0.014  0.000  0.530  0.010  0.000  0.590  0.010  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#
471143-Dziewanna        Scatter   2   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
471339-2011ON45         Centaur   3   1 11.467  0.028 34.410  1.751  1.110  0.020  0.009  0.705  0.016  0.004 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
474640-2004VN112        Detachd   1   1 ------ ------ 12.396  2.913  0.900  0.085  0.000  0.520  0.060  0.000  0.450  0.060  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
506479-2003HB57         Scatter   1   1  7.385  0.020 13.225  1.525  0.830  0.042  0.000  0.480  0.030  0.000  0.540  0.030  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
508770-1995WY2          Class-c   2   1  6.937  0.149 19.923 11.862  1.030  0.280  0.000  0.600  0.230  0.000  0.510  0.280  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=RR-IR 
#
508788-2000CQ114        Class-c   3   1  6.656  0.147 34.780  4.289 ------ ------ ------  0.690  0.156  0.000  0.650  0.134  0.000 ------ ------ ------  0.420  0.403  0.000 ------ ------ ------
508788-2000CQ114+B      Class-c   1   1 ------ ------ 33.683  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
523588-2000CN105        Class-c   4   1  5.257  0.072 29.677  1.174  1.100  0.020  0.000  0.636  0.072  0.031  0.640  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
523591-2001QD298        Class-h   2   1  6.187  0.170 30.399  8.330  0.970  0.130  0.000  0.670  0.090  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+14 nodate ThermalIR tel=S+H hmag=6.71 0.17 emi=0.9 - diam=233 -63 +27 pV=0.067 -0.014 +0.062 fixeta=1.26 -0.35 +0.35 Fixed-adjusted eta 
523597-2002QX47         Centaur   1   1  8.737  0.050  1.710  3.793  0.700  0.040  0.000  0.380  0.040  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#
523620-2007RH283        Centaur   3   1  8.432  0.038  6.126  2.057  0.720  0.030  0.000  0.430  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
523622-2007TG422        Scatter   1   1  6.190  0.010 13.918  1.982  0.880  0.057  0.000  0.510  0.040  0.000  0.510  0.040  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
523676-2013UL10         Centaur   1   1 13.281  0.030 30.399  2.057  0.970  0.020  0.000  0.670  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
523785-2015CM3          Centaur   1   1 ------ ------ 19.632  4.691  1.210  0.060  0.000  0.570  0.050  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
523794                  Detachd   7   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#
523899-1997CV29         Class-h   2   1  7.150  0.030 28.171  2.056  1.210  0.010  0.000  0.650  0.020  0.000 ------ ------ ------ ------ ------ ------  0.360  0.243  0.000 ------ ------ ------
523955-1998UU43         Reson.    2   1  6.931  0.110 14.799  3.950 ------ ------ ------  0.610  0.120  0.000  0.400  0.114  0.000 ------ ------ ------  0.490  0.273  0.000 ------ ------ ------
#                      - MPC08 Resonant 3:4 
523965-1998XY95         Detachd   2   1  6.440  0.144 41.427  5.409  0.930  0.233  0.000  0.720  0.145  0.065  0.752  0.126  0.015 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=RR 
523983-1999RY214        Class-h   2   1  7.015  0.065 18.062  3.131  0.693  0.087  0.000  0.565  0.080  0.000  0.530  0.084  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=BR 
524049-2000CQ105        Detachd   5   1  5.963  0.049  7.864  2.902  0.671  0.023  0.003  0.449  0.038  0.020  0.346  0.101  0.003 ------ ------ ------  0.420  0.262  0.000 ------ ------ ------
#
524217-2001RZ143        Class-c   2   1  6.245  0.080 13.173  5.715  1.080  0.177  0.000  0.510  0.130  0.000  0.490  0.100  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
